02, 17-04-2017 21:13:19, Power               ,GPU temperature     ,GPU usage           ,FB usage            ,VID usage           ,BUS usage           ,Fan speed           ,Fan tachometer      ,Core clock          ,Memory clock        ,Memory usage        ,Temp limit          ,Power limit         ,Voltage limit       ,No load limit       ,CPU1 temperature    ,CPU2 temperature    ,CPU3 temperature    ,CPU4 temperature    ,CPU5 temperature    ,CPU6 temperature    ,CPU7 temperature    ,CPU8 temperature    ,CPU temperature     ,CPU1 usage          ,CPU2 usage          ,CPU3 usage          ,CPU4 usage          ,CPU5 usage          ,CPU6 usage          ,CPU7 usage          ,CPU8 usage          ,CPU usage           ,RAM usage           ,Pagefile usage      
80, 17-04-2017 21:13:19, 33.000              ,50.000              ,2.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1985.000            ,240.000             ,4006.800            ,2045.137            ,0.000               ,0.000               ,0.000               ,1.000               ,97.000              ,97.000              ,98.000              ,99.000              ,99.000              ,99.000              ,100.000             ,100.000             ,100.000             ,41.475              ,32.330              ,50.619              ,43.913              ,41.475              ,34.769              ,50.619              ,46.352              ,42.694              ,7962.000            ,10381.000           
80, 17-04-2017 21:13:19, 33.000              ,50.000              ,2.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1983.000            ,240.000             ,4006.800            ,2045.137            ,0.000               ,0.000               ,0.000               ,1.000               ,94.000              ,96.000              ,100.000             ,100.000             ,100.000             ,100.000             ,96.000              ,96.000              ,100.000             ,41.475              ,32.330              ,50.619              ,43.913              ,41.475              ,34.769              ,50.619              ,46.352              ,42.694              ,7960.000            ,10375.000           
80, 17-04-2017 21:13:20, 33.000              ,50.000              ,2.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1975.000            ,240.000             ,4006.800            ,2045.137            ,0.000               ,0.000               ,0.000               ,1.000               ,97.000              ,97.000              ,96.000              ,96.000              ,95.000              ,95.000              ,98.000              ,98.000              ,98.000              ,41.475              ,32.330              ,50.619              ,43.913              ,41.475              ,34.769              ,50.619              ,46.352              ,42.694              ,7974.000            ,10380.000           
80, 17-04-2017 21:13:20, 33.000              ,50.000              ,2.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1991.000            ,240.000             ,4006.800            ,2045.137            ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,95.000              ,95.000              ,95.000              ,95.000              ,95.000              ,95.000              ,96.000              ,13.013              ,14.101              ,18.450              ,49.983              ,15.188              ,18.450              ,27.149              ,31.498              ,23.479              ,7965.000            ,10369.000           
80, 17-04-2017 21:13:21, 33.000              ,50.000              ,4.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1978.000            ,240.000             ,4006.800            ,2045.137            ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,100.000             ,100.000             ,98.000              ,98.000              ,97.000              ,97.000              ,100.000             ,13.013              ,14.101              ,18.450              ,49.983              ,15.188              ,18.450              ,27.149              ,31.498              ,23.479              ,7960.000            ,10377.000           
80, 17-04-2017 21:13:21, 33.000              ,50.000              ,4.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1973.000            ,240.000             ,4006.800            ,2045.137            ,0.000               ,0.000               ,0.000               ,1.000               ,98.000              ,98.000              ,97.000              ,97.000              ,98.000              ,98.000              ,96.000              ,96.000              ,99.000              ,21.875              ,29.688              ,21.875              ,40.625              ,26.563              ,45.313              ,45.313              ,34.375              ,33.203              ,7956.000            ,10380.000           
80, 17-04-2017 21:13:22, 34.000              ,50.000              ,11.000              ,2.000               ,0.000               ,5.000               ,60.000              ,1983.000            ,240.000             ,4006.800            ,2168.172            ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,95.000              ,95.000              ,100.000             ,100.000             ,96.000              ,96.000              ,100.000             ,21.875              ,29.688              ,21.875              ,40.625              ,26.563              ,45.313              ,45.313              ,34.375              ,33.203              ,8173.000            ,10744.000           
80, 17-04-2017 21:13:23, 33.000              ,50.000              ,4.000               ,1.000               ,0.000               ,2.000               ,60.000              ,1968.000            ,240.000             ,4006.800            ,2119.152            ,0.000               ,0.000               ,0.000               ,1.000               ,98.000              ,99.000              ,99.000              ,99.000              ,100.000             ,100.000             ,99.000              ,99.000              ,100.000             ,28.560              ,16.313              ,27.539              ,26.519              ,27.539              ,20.395              ,34.683              ,33.663              ,26.901              ,8018.000            ,10506.000           
80, 17-04-2017 21:13:24, 33.000              ,50.000              ,0.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1970.000            ,999.500             ,4006.800            ,2119.066            ,0.000               ,0.000               ,0.000               ,1.000               ,94.000              ,94.000              ,98.000              ,98.000              ,99.000              ,99.000              ,96.000              ,96.000              ,99.000              ,28.560              ,16.313              ,27.539              ,26.519              ,27.539              ,20.395              ,34.683              ,33.663              ,26.901              ,8028.000            ,10520.000           
80, 17-04-2017 21:13:24, 33.000              ,50.000              ,3.000               ,1.000               ,0.000               ,1.000               ,60.000              ,1978.000            ,999.500             ,4006.800            ,2043.617            ,0.000               ,0.000               ,0.000               ,1.000               ,100.000             ,100.000             ,98.000              ,98.000              ,100.000             ,100.000             ,97.000              ,97.000              ,99.000              ,28.588              ,17.162              ,31.444              ,37.157              ,41.442              ,12.877              ,45.727              ,18.590              ,29.123              ,8068.000            ,10536.000           
80, 17-04-2017 21:13:24, 33.000              ,50.000              ,4.000               ,1.000               ,0.000               ,2.000               ,60.000              ,1968.000            ,999.500             ,4006.800            ,2065.121            ,0.000               ,0.000               ,0.000               ,1.000               ,98.000              ,98.000              ,100.000             ,100.000             ,98.000              ,98.000              ,97.000              ,97.000              ,98.000              ,28.588              ,17.162              ,31.444              ,37.157              ,41.442              ,12.877              ,45.727              ,18.590              ,29.123              ,8063.000            ,10578.000           
80, 17-04-2017 21:13:25, 34.000              ,50.000              ,4.000               ,2.000               ,0.000               ,2.000               ,60.000              ,1989.000            ,999.500             ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,98.000              ,98.000              ,99.000              ,99.000              ,99.000              ,99.000              ,97.000              ,97.000              ,99.000              ,28.588              ,17.162              ,31.444              ,37.157              ,41.442              ,12.877              ,45.727              ,18.590              ,29.123              ,8077.000            ,10578.000           
80, 17-04-2017 21:13:25, 33.000              ,50.000              ,4.000               ,2.000               ,0.000               ,1.000               ,60.000              ,1988.000            ,999.500             ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,98.000              ,99.000              ,98.000              ,98.000              ,98.000              ,98.000              ,97.000              ,97.000              ,99.000              ,56.659              ,53.325              ,56.659              ,69.995              ,58.882              ,52.214              ,65.549              ,65.549              ,59.854              ,8058.000            ,10559.000           
80, 17-04-2017 21:13:26, 33.000              ,50.000              ,2.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1983.000            ,1012.500            ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,97.000              ,98.000              ,98.000              ,98.000              ,97.000              ,97.000              ,97.000              ,97.000              ,98.000              ,56.659              ,53.325              ,56.659              ,69.995              ,58.882              ,52.214              ,65.549              ,65.549              ,59.854              ,8054.000            ,10552.000           
80, 17-04-2017 21:13:26, 33.000              ,49.000              ,1.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1963.000            ,1012.500            ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,96.000              ,96.000              ,100.000             ,100.000             ,98.000              ,98.000              ,97.000              ,97.000              ,100.000             ,56.659              ,53.325              ,56.659              ,69.995              ,58.882              ,52.214              ,65.549              ,65.549              ,59.854              ,8073.000            ,10581.000           
80, 17-04-2017 21:13:27, 33.000              ,50.000              ,1.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1965.000            ,1012.500            ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,99.000              ,99.000              ,99.000              ,99.000              ,97.000              ,97.000              ,99.000              ,54.756              ,51.599              ,68.434              ,68.434              ,55.808              ,50.547              ,66.330              ,77.904              ,61.727              ,8057.000            ,10552.000           
80, 17-04-2017 21:13:28, 33.000              ,49.000              ,1.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1965.000            ,1012.500            ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,96.000              ,96.000              ,98.000              ,98.000              ,100.000             ,100.000             ,97.000              ,98.000              ,100.000             ,54.756              ,51.599              ,68.434              ,68.434              ,55.808              ,50.547              ,66.330              ,77.904              ,61.727              ,8071.000            ,10560.000           
80, 17-04-2017 21:13:28, 33.000              ,49.000              ,1.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1986.000            ,1012.500            ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,98.000              ,98.000              ,97.000              ,99.000              ,97.000              ,97.000              ,96.000              ,97.000              ,100.000             ,42.188              ,50.000              ,45.313              ,59.375              ,48.438              ,39.063              ,40.625              ,75.000              ,50.000              ,8093.000            ,10576.000           
80, 17-04-2017 21:13:28, 33.000              ,49.000              ,1.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1983.000            ,1012.500            ,4006.800            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,98.000              ,98.000              ,99.000              ,99.000              ,99.000              ,99.000              ,100.000             ,99.000              ,100.000             ,42.188              ,50.000              ,45.313              ,59.375              ,48.438              ,39.063              ,40.625              ,75.000              ,50.000              ,8122.000            ,10610.000           
80, 17-04-2017 21:13:29, 32.000              ,49.000              ,1.000               ,1.000               ,0.000               ,0.000               ,60.000              ,1968.000            ,999.500             ,3802.487            ,2064.098            ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,99.000              ,99.000              ,97.000              ,97.000              ,98.000              ,99.000              ,100.000             ,51.563              ,31.250              ,59.375              ,40.625              ,54.688              ,31.250              ,32.813              ,57.813              ,44.922              ,8144.000            ,10632.000           
