02, 17-04-2017 21:30:03, Power               ,GPU temperature     ,GPU usage           ,FB usage            ,VID usage           ,BUS usage           ,Fan speed           ,Fan tachometer      ,Core clock          ,Memory clock        ,Memory usage        ,Temp limit          ,Power limit         ,Voltage limit       ,No load limit       ,CPU1 temperature    ,CPU2 temperature    ,CPU3 temperature    ,CPU4 temperature    ,CPU5 temperature    ,CPU6 temperature    ,CPU7 temperature    ,CPU8 temperature    ,CPU temperature     ,CPU1 usage          ,CPU2 usage          ,CPU3 usage          ,CPU4 usage          ,CPU5 usage          ,CPU6 usage          ,CPU7 usage          ,CPU8 usage          ,CPU usage           ,RAM usage           ,Pagefile usage      
80, 17-04-2017 21:30:04, 50.000              ,65.000              ,42.000              ,31.000              ,0.000               ,1.000               ,80.000              ,2631.000            ,1961.500            ,4006.800            ,3323.426            ,0.000               ,0.000               ,1.000               ,0.000               ,97.000              ,97.000              ,100.000             ,100.000             ,98.000              ,98.000              ,94.000              ,94.000              ,99.000              ,54.412              ,43.382              ,55.147              ,61.765              ,41.176              ,63.235              ,50.000              ,64.970              ,54.261              ,8634.000            ,12248.000           
80, 17-04-2017 21:30:04, 71.000              ,64.000              ,47.000              ,33.000              ,0.000               ,1.000               ,80.000              ,2636.000            ,1961.500            ,4006.800            ,3323.426            ,0.000               ,0.000               ,1.000               ,0.000               ,97.000              ,97.000              ,100.000             ,100.000             ,99.000              ,99.000              ,97.000              ,97.000              ,100.000             ,54.412              ,43.382              ,55.147              ,61.765              ,41.176              ,63.235              ,50.000              ,64.970              ,54.261              ,8635.000            ,12251.000           
80, 17-04-2017 21:30:04, 56.000              ,65.000              ,46.000              ,33.000              ,0.000               ,1.000               ,80.000              ,2631.000            ,1961.500            ,4006.800            ,3323.426            ,0.000               ,0.000               ,1.000               ,0.000               ,98.000              ,98.000              ,99.000              ,99.000              ,99.000              ,99.000              ,97.000              ,97.000              ,100.000             ,54.412              ,43.382              ,55.147              ,61.765              ,41.176              ,63.235              ,50.000              ,64.970              ,54.261              ,8648.000            ,12255.000           
80, 17-04-2017 21:30:05, 49.000              ,64.000              ,44.000              ,32.000              ,0.000               ,1.000               ,80.000              ,2624.000            ,1961.500            ,4006.800            ,3323.426            ,0.000               ,0.000               ,1.000               ,0.000               ,95.000              ,95.000              ,98.000              ,98.000              ,99.000              ,99.000              ,97.000              ,97.000              ,99.000              ,36.364              ,42.045              ,40.909              ,44.318              ,61.364              ,34.091              ,56.818              ,32.165              ,43.509              ,8640.000            ,12253.000           
80, 17-04-2017 21:30:06, 36.000              ,63.000              ,1.000               ,1.000               ,0.000               ,0.000               ,80.000              ,2649.000            ,1936.000            ,4006.800            ,3446.441            ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,99.000              ,99.000              ,98.000              ,98.000              ,95.000              ,95.000              ,99.000              ,23.156              ,14.617              ,24.375              ,54.869              ,65.847              ,13.398              ,39.012              ,25.595              ,32.609              ,8859.000            ,12620.000           
80, 17-04-2017 21:30:07, 35.000              ,63.000              ,4.000               ,1.000               ,0.000               ,2.000               ,80.000              ,2641.000            ,1936.000            ,4006.800            ,3491.004            ,0.000               ,0.000               ,0.000               ,1.000               ,97.000              ,97.000              ,97.000              ,97.000              ,99.000              ,99.000              ,96.000              ,96.000              ,100.000             ,23.156              ,14.617              ,24.375              ,54.869              ,65.847              ,13.398              ,39.012              ,25.595              ,32.609              ,8847.000            ,12601.000           
80, 17-04-2017 21:30:08, 35.000              ,62.000              ,4.000               ,1.000               ,0.000               ,2.000               ,80.000              ,2659.000            ,1936.000            ,4006.800            ,3397.129            ,0.000               ,0.000               ,0.000               ,1.000               ,94.000              ,94.000              ,100.000             ,100.000             ,99.000              ,99.000              ,93.000              ,93.000              ,100.000             ,38.864              ,8.296               ,29.458              ,36.512              ,17.701              ,61.202              ,42.391              ,8.296               ,30.340              ,8748.000            ,12392.000           
80, 17-04-2017 21:30:08, 35.000              ,62.000              ,1.000               ,1.000               ,0.000               ,0.000               ,80.000              ,2646.000            ,1936.000            ,4006.800            ,3321.680            ,0.000               ,0.000               ,0.000               ,1.000               ,94.000              ,94.000              ,99.000              ,99.000              ,98.000              ,98.000              ,96.000              ,96.000              ,99.000              ,38.864              ,8.296               ,29.458              ,36.512              ,17.701              ,61.202              ,42.391              ,8.296               ,30.340              ,8750.000            ,12322.000           
80, 17-04-2017 21:30:08, 51.000              ,60.000              ,42.000              ,23.000              ,0.000               ,1.000               ,80.000              ,2633.000            ,1063.000            ,4006.800            ,3408.102            ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,100.000             ,100.000             ,98.000              ,98.000              ,96.000              ,96.000              ,98.000              ,38.864              ,8.296               ,29.458              ,36.512              ,17.701              ,61.202              ,42.391              ,8.296               ,30.340              ,8732.000            ,12446.000           
80, 17-04-2017 21:30:09, 82.000              ,61.000              ,98.000              ,77.000              ,0.000               ,3.000               ,80.000              ,2644.000            ,1923.500            ,4006.800            ,3408.613            ,0.000               ,0.000               ,0.000               ,1.000               ,97.000              ,97.000              ,99.000              ,99.000              ,98.000              ,98.000              ,96.000              ,96.000              ,98.000              ,52.214              ,38.878              ,48.880              ,55.548              ,72.217              ,52.214              ,61.104              ,47.768              ,53.603              ,8738.000            ,12449.000           
