02, 17-04-2017 20:50:51, Power               ,GPU temperature     ,GPU usage           ,FB usage            ,VID usage           ,BUS usage           ,Fan speed           ,Fan tachometer      ,Core clock          ,Memory clock        ,Memory usage        ,Temp limit          ,Power limit         ,Voltage limit       ,No load limit       ,CPU1 temperature    ,CPU2 temperature    ,CPU3 temperature    ,CPU4 temperature    ,CPU5 temperature    ,CPU6 temperature    ,CPU7 temperature    ,CPU8 temperature    ,CPU temperature     ,CPU1 usage          ,CPU2 usage          ,CPU3 usage          ,CPU4 usage          ,CPU5 usage          ,CPU6 usage          ,CPU7 usage          ,CPU8 usage          ,CPU usage           ,RAM usage           ,Pagefile usage      
80, 17-04-2017 20:50:51, 6.000               ,33.000              ,5.000               ,9.000               ,0.000               ,2.000               ,40.000              ,1309.000            ,240.000             ,405.000             ,931.496             ,0.000               ,0.000               ,0.000               ,1.000               ,86.000              ,86.000              ,96.000              ,95.000              ,93.000              ,93.000              ,88.000              ,88.000              ,95.000              ,34.301              ,10.021              ,8.592               ,42.870              ,29.302              ,13.591              ,19.304              ,28.588              ,23.321              ,6615.000            ,7707.000            
80, 17-04-2017 20:50:51, 7.000               ,33.000              ,2.000               ,8.000               ,0.000               ,0.000               ,40.000              ,1320.000            ,240.000             ,405.000             ,931.496             ,0.000               ,0.000               ,0.000               ,1.000               ,83.000              ,83.000              ,85.000              ,85.000              ,93.000              ,93.000              ,88.000              ,88.000              ,93.000              ,34.301              ,10.021              ,8.592               ,42.870              ,29.302              ,13.591              ,19.304              ,28.588              ,23.321              ,6630.000            ,7709.000            
80, 17-04-2017 20:50:52, 7.000               ,32.000              ,2.000               ,8.000               ,0.000               ,0.000               ,40.000              ,1312.000            ,240.000             ,405.000             ,931.496             ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,92.000              ,92.000              ,92.000              ,92.000              ,90.000              ,90.000              ,95.000              ,34.301              ,10.021              ,8.592               ,42.870              ,29.302              ,13.591              ,19.304              ,28.588              ,23.321              ,6630.000            ,7715.000            
80, 17-04-2017 20:50:52, 7.000               ,32.000              ,2.000               ,8.000               ,0.000               ,0.000               ,40.000              ,1318.000            ,240.000             ,405.000             ,930.727             ,0.000               ,0.000               ,0.000               ,1.000               ,86.000              ,86.000              ,95.000              ,95.000              ,89.000              ,89.000              ,88.000              ,88.000              ,95.000              ,22.590              ,8.298               ,7.107               ,53.554              ,23.780              ,15.444              ,19.017              ,36.881              ,23.334              ,6636.000            ,7714.000            
80, 17-04-2017 20:50:53, 8.000               ,32.000              ,41.000              ,28.000              ,0.000               ,1.000               ,40.000              ,1313.000            ,253.000             ,405.000             ,929.977             ,0.000               ,0.000               ,0.000               ,1.000               ,88.000              ,88.000              ,94.000              ,95.000              ,92.000              ,92.000              ,88.000              ,89.000              ,94.000              ,22.590              ,8.298               ,7.107               ,53.554              ,23.780              ,15.444              ,19.017              ,36.881              ,23.334              ,6629.000            ,7707.000            
80, 17-04-2017 20:50:53, 7.000               ,33.000              ,10.000              ,12.000              ,0.000               ,0.000               ,40.000              ,1321.000            ,316.000             ,405.000             ,931.188             ,0.000               ,0.000               ,0.000               ,1.000               ,87.000              ,87.000              ,95.000              ,95.000              ,85.000              ,85.000              ,87.000              ,87.000              ,96.000              ,23.438              ,12.500              ,10.938              ,54.688              ,23.438              ,7.813               ,12.500              ,20.313              ,20.703              ,6640.000            ,7711.000            
80, 17-04-2017 20:50:54, 7.000               ,32.000              ,42.000              ,28.000              ,0.000               ,2.000               ,40.000              ,1324.000            ,341.500             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,92.000              ,92.000              ,92.000              ,92.000              ,94.000              ,94.000              ,94.000              ,94.000              ,95.000              ,23.438              ,12.500              ,10.938              ,54.688              ,23.438              ,7.813               ,12.500              ,20.313              ,20.703              ,6698.000            ,7859.000            
80, 17-04-2017 20:50:54, 6.000               ,33.000              ,0.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1321.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,92.000              ,92.000              ,94.000              ,94.000              ,99.000              ,99.000              ,91.000              ,91.000              ,99.000              ,37.500              ,29.688              ,35.938              ,51.563              ,39.063              ,21.875              ,29.688              ,37.500              ,35.352              ,6769.000            ,7866.000            
80, 17-04-2017 20:50:55, 7.000               ,32.000              ,0.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1329.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,86.000              ,86.000              ,91.000              ,91.000              ,88.000              ,88.000              ,89.000              ,89.000              ,91.000              ,37.500              ,29.688              ,35.938              ,51.563              ,39.063              ,21.875              ,29.688              ,37.500              ,35.352              ,6790.000            ,7887.000            
80, 17-04-2017 20:50:55, 6.000               ,33.000              ,0.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1336.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,93.000              ,93.000              ,97.000              ,97.000              ,94.000              ,94.000              ,95.000              ,95.000              ,95.000              ,18.750              ,9.375               ,14.063              ,50.000              ,35.938              ,17.188              ,25.000              ,23.438              ,24.219              ,6785.000            ,7876.000            
80, 17-04-2017 20:50:56, 7.000               ,32.000              ,1.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1316.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,88.000              ,88.000              ,96.000              ,96.000              ,100.000             ,100.000             ,95.000              ,95.000              ,100.000             ,18.750              ,9.375               ,14.063              ,50.000              ,35.938              ,17.188              ,25.000              ,23.438              ,24.219              ,6776.000            ,7874.000            
80, 17-04-2017 20:50:56, 7.000               ,32.000              ,1.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1321.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,91.000              ,91.000              ,93.000              ,93.000              ,93.000              ,93.000              ,89.000              ,89.000              ,93.000              ,20.313              ,18.750              ,17.188              ,37.500              ,42.188              ,20.313              ,31.250              ,21.875              ,26.172              ,6779.000            ,7876.000            
80, 17-04-2017 20:50:57, 7.000               ,32.000              ,0.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1315.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,95.000              ,95.000              ,92.000              ,92.000              ,95.000              ,94.000              ,91.000              ,91.000              ,95.000              ,20.313              ,18.750              ,17.188              ,37.500              ,42.188              ,20.313              ,31.250              ,21.875              ,26.172              ,6786.000            ,7862.000            
80, 17-04-2017 20:50:57, 7.000               ,32.000              ,0.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1312.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,88.000              ,88.000              ,87.000              ,87.000              ,100.000             ,100.000             ,93.000              ,93.000              ,100.000             ,34.375              ,14.063              ,23.438              ,23.438              ,29.688              ,26.563              ,12.500              ,40.625              ,25.586              ,6784.000            ,7862.000            
80, 17-04-2017 20:50:58, 6.000               ,32.000              ,0.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1309.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,88.000              ,88.000              ,98.000              ,98.000              ,87.000              ,87.000              ,90.000              ,89.000              ,99.000              ,34.375              ,14.063              ,23.438              ,23.438              ,29.688              ,26.563              ,12.500              ,40.625              ,25.586              ,6775.000            ,7863.000            
80, 17-04-2017 20:50:58, 7.000               ,32.000              ,1.000               ,7.000               ,0.000               ,0.000               ,40.000              ,1312.000            ,240.000             ,405.000             ,934.105             ,0.000               ,0.000               ,0.000               ,1.000               ,91.000              ,91.000              ,92.000              ,92.000              ,95.000              ,95.000              ,95.000              ,95.000              ,95.000              ,10.938              ,14.063              ,14.063              ,50.000              ,7.813               ,4.688               ,15.625              ,51.563              ,21.094              ,6781.000            ,7864.000            
